ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	time	external_gene_name	description	chromosome_name	start_position	end_position
29	ENSDARG00000014324	8.74860188928957	1.03955134857196	0.26596785687391	3.90856008237415	9.28478579155519e-05	0.0291902742009093	8	sh2d5	SH2 domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-050327-67]	11	37638873	37651879
30	ENSDARG00000014793	90.1848786917169	0.368825722577186	0.104525962293057	3.52855610688491	0.000417833361707703	0.0734589534533877	8	ehd1b	EH-domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2069]	10	27068251	27093034
31	ENSDARG00000015016	692.470179867321	-0.45336760341217	0.126562938545162	-3.58215136771966	0.000340776232698964	0.0659474678639332	8	kif26ab	kinesin family member 26Ab [Source:ZFIN;Acc:ZDB-GENE-100716-6]	17	45815353	45989466
32	ENSDARG00000016253	50.8430263940513	0.799842457886413	0.127726372699502	6.26215589609031	3.79691060159039e-10	1.12738713340333e-06	8	ralab	v-ral simian leukemia viral oncogene homolog Ab (ras related) [Source:ZFIN;Acc:ZDB-GENE-041114-195]	2	21608352	21618629
33	ENSDARG00000016375	55.0951231675143	0.684275785156396	0.126622659289098	5.4040547639589	6.51510385896214e-08	7.25429668429355e-05	8	asns	asparagine synthetase [Source:ZFIN;Acc:ZDB-GENE-040426-1091]	19	25656812	25678002
34	ENSDARG00000017602	42.8263360209246	-0.473097049103653	0.132134066933425	-3.58043205725302	0.000343026532690443	0.0659474678639332	8	ccng2	cyclin G2 [Source:ZFIN;Acc:ZDB-GENE-021016-1]	21	5800306	5809022
35	ENSDARG00000018048	11.1666740099468	2.00277220118459	0.321321633278581	6.23292051876324	4.57818487479404e-10	1.22342834409121e-06	8	zgc:171704	zgc:171704 [Source:ZFIN;Acc:ZDB-GENE-070820-16]	16	28792158	28796865
36	ENSDARG00000018399	23.8054423382387	0.649607574795389	0.169716716467161	3.82759923900061	0.000129399218341439	0.0350038289589374	8	rps6kb1a	ribosomal protein S6 kinase b, polypeptide 1a [Source:ZFIN;Acc:ZDB-GENE-091113-52]	10	28172344	28193642
37	ENSDARG00000018491	73.9453934705674	0.621399058561649	0.110998628255774	5.59825890036911	2.16515245533587e-08	3.0452299507337e-05	8	pdia4	protein disulfide isomerase family A, member 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5493]	24	17334678	17341458
38	ENSDARG00000019062	21.1774693712159	1.38928703316135	0.237205782990004	5.85688517222996	4.71628975695066e-09	9.69487778269173e-06	8	arpc5b	actin related protein 2/3 complex, subunit 5B [Source:ZFIN;Acc:ZDB-GENE-040120-7]	20	34151670	34155608
39	ENSDARG00000020645	412.410830128577	0.571952492624354	0.128727890086218	4.44311246180821	8.86667895399159e-06	0.00493633878515661	8	slc7a3a	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3a [Source:ZFIN;Acc:ZDB-GENE-041114-206]	21	30502002	30537411
40	ENSDARG00000021433	13.7886544262609	0.863541334225269	0.240215113760906	3.59486678712805	0.000324557602015061	0.0637731823430035	8	asmtl	acetylserotonin O-methyltransferase-like [Source:ZFIN;Acc:ZDB-GENE-030131-2854]	9	34872733	34882516
41	ENSDARG00000022904	157.501419303846	-0.421693218570059	0.103116691183053	-4.08947585237648	4.32349073635917e-05	0.0169906840709731	8	skilb	SKI-like proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-080723-40]	24	26373341	26386627
42	ENSDARG00000022995	246.913774373387	0.267352722334345	0.0744390173683004	3.59156705429855	0.000328695578575962	0.0641148317247112	8	clic4	chloride intracellular channel 4 [Source:ZFIN;Acc:ZDB-GENE-030326-3]	17	25444323	25480375
43	ENSDARG00000025071	220.150029996619	-0.271533857268194	0.0784268788840481	-3.46225504740089	0.000535669272859713	0.0867556968401826	8	brd8	bromodomain containing 8 [Source:ZFIN;Acc:ZDB-GENE-030722-10]	14	7697694	7740058
44	ENSDARG00000025549	24.9803656679028	0.700583029235121	0.183426965257444	3.81941132947293	0.000133770535001705	0.0357475000685056	8	ndufaf1	NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:ZFIN;Acc:ZDB-GENE-050306-9]	13	33246150	33251757
45	ENSDARG00000025948	47.4206047964945	0.659560017529752	0.14591288593281	4.52023146080096	6.17720564875584e-06	0.0036682992567045	8	mlh1	mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli) [Source:ZFIN;Acc:ZDB-GENE-040426-1600]	13	42602406	42617639
46	ENSDARG00000029112	6.97651498410656	1.06906225776305	0.303385906288439	3.52377033871394	0.000425452839606919	0.0742793180549357	8	gem	GTP binding protein overexpressed in skeletal muscle [Source:ZFIN;Acc:ZDB-GENE-060825-251]	16	26766423	26769327
47	ENSDARG00000029370	101.228920342358	0.408172057231306	0.107157164288268	3.80909722595183	0.000139475109317747	0.0364878404071775	8	ankrd6b	ankyrin repeat domain 6b [Source:ZFIN;Acc:ZDB-GENE-030916-4]	20	1203238	1239603
48	ENSDARG00000030972	149.056877915469	-0.411014327256417	0.0842595147677659	-4.87795744361032	1.07190043308354e-06	0.000795677646480315	8	dnaja1	DnaJ heat shock protein family (Hsp40) member A1 [Source:ZFIN;Acc:ZDB-GENE-030131-2642]	1	45002971	45014434
49	ENSDARG00000031382	53.2375452906013	0.446984612521178	0.110378900436531	4.04954761057976	5.13167373122882e-05	0.0182844956159504	8	reep2	receptor accessory protein 2 [Source:ZFIN;Acc:ZDB-GENE-050706-125]	14	21596716	21618005
50	ENSDARG00000032083	15.9065490636527	0.868016671058391	0.21262082748352	4.08246304622095	4.45608993466656e-05	0.0170114416177278	8	dpysl2b	dihydropyrimidinase-like 2b [Source:ZFIN;Acc:ZDB-GENE-031105-1]	10	18952271	18992471
51	ENSDARG00000033134	37.4165539109633	1.15708033812823	0.146465607143771	7.90001393973974	2.78872239609674e-15	2.48410095302978e-11	8	ndufaf7	NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:ZFIN;Acc:ZDB-GENE-060929-628]	20	3277620	3288089
52	ENSDARG00000035859	30.9272413080306	-0.79819658544718	0.155140792770681	-5.14498199469061	2.67546470548976e-07	0.000223426385390009	8	angptl4	angiopoietin-like 4 [Source:ZFIN;Acc:ZDB-GENE-041111-222]	2	24536762	24542518
53	ENSDARG00000035910	668.09518574591	-0.25187885109564	0.0658150665273444	-3.82706976359267	0.00012967777071941	0.0350038289589374	8	znf281b	zinc finger protein 281b [Source:ZFIN;Acc:ZDB-GENE-050220-1]	12	16087077	16102422
54	ENSDARG00000036028	117.794563312343	0.531801355409666	0.124025152951779	4.28785083310021	1.80410174786407e-05	0.00803516850136192	8	arrdc3b	arrestin domain containing 3b [Source:ZFIN;Acc:ZDB-GENE-040912-182]	10	43761480	43771447
55	ENSDARG00000036510	478.239330451258	-0.389989357054059	0.0891638457063234	-4.37385079080771	1.2207383158955e-05	0.00593123454830464	8	ccnt2b	cyclin T2b [Source:ZFIN;Acc:ZDB-GENE-030131-183]	22	12161738	12177012
56	ENSDARG00000036685	103.154021481449	-0.327077027467929	0.0886199501758889	-3.69078324709912	0.000223564586017881	0.0519505776709204	8	ccnt2a	cyclin T2a [Source:ZFIN;Acc:ZDB-GENE-030131-5779]	9	23234233	23242684
57	ENSDARG00000036888	20.6225165548287	-1.73990295158703	0.405628894665212	-4.28939598354568	1.79159695806802e-05	0.00803516850136192	8	zgc:153935	zgc:153935 [Source:ZFIN;Acc:ZDB-GENE-061103-148]	25	27714932	27735763
58	ENSDARG00000036967	40.2787494166875	1.09271294465678	0.202575885228323	5.39409191486532	6.88709588990789e-08	7.36175453864034e-05	8	smox	spermine oxidase [Source:ZFIN;Acc:ZDB-GENE-031201-3]	1	41849152	41865986
59	ENSDARG00000037000	38.7691596076181	0.71835587050078	0.20940658011031	3.4304359973902	0.000602612115584919	0.0941731202618467	8	fkbp11	FKBP prolyl isomerase 11 [Source:ZFIN;Acc:ZDB-GENE-030616-357]	6	7428613	7439490
60	ENSDARG00000037059	25.8563922704924	0.61212513657309	0.171470229892596	3.56986245925317	0.000357168709212837	0.0676923362857777	8	slc44a2	solute carrier family 44 (choline transporter), member 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3065]	6	8263548	8311044
61	ENSDARG00000037708	342.780453323977	-0.250730415496657	0.0676854295513832	-3.70434844188018	0.000211934774020791	0.0501197607624566	8	exosc10	exosome component 10 [Source:ZFIN;Acc:ZDB-GENE-040426-781]	23	14771979	14803801
62	ENSDARG00000038000	70.1732860406017	0.755136215820034	0.212711362766273	3.55005113972109	0.000385156323830699	0.0695441381197823	8	crls1	cardiolipin synthase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2519]	17	4368859	4386084
63	ENSDARG00000038315	13.6965839711993	0.841295405295844	0.218464581785619	3.85094644825042	0.000117662227808151	0.0332238710132748	8	NA	NA	NA	NA	NA
64	ENSDARG00000038467	80.9519291761468	0.440350073905209	0.103911968648094	4.23772236859924	2.25798740858835e-05	0.00973228992253331	8	igsf8	immunoglobulin superfamily, member 8 [Source:ZFIN;Acc:ZDB-GENE-040426-2444]	6	58698475	58772272
65	ENSDARG00000038780	170.033777504397	-0.329596412284274	0.0898076276722083	-3.67002693231446	0.000242524914634793	0.0539202014779976	8	ubtfl	upstream binding transcription factor, like [Source:ZFIN;Acc:ZDB-GENE-040426-1159]	2	32357226	32387441
66	ENSDARG00000038785	603.808419168926	-0.214012398667616	0.0581576970671057	-3.67986370610027	0.000233358643336347	0.0532995130416855	8	abcf2a	ATP-binding cassette, sub-family F (GCN20), member 2a [Source:ZFIN;Acc:ZDB-GENE-030131-8714]	2	32505554	32513538
67	ENSDARG00000039943	169.662548353298	1.8897860433129	0.259288068903633	7.28836483415383	3.13739433295773e-13	2.09601471899073e-09	8	tent5ba	terminal nucleotidyltransferase 5ba [Source:ZFIN;Acc:ZDB-GENE-061110-129]	16	34046733	34056443
68	ENSDARG00000040100	20.6473882116315	1.14972541643424	0.241457701675075	4.76160175657352	1.92062412781041e-06	0.00135065364651257	8	si:dkey-95h12.1	si:dkey-95h12.1 [Source:ZFIN;Acc:ZDB-GENE-060503-85]	18	8869465	8889382
69	ENSDARG00000040623	23.5109034581347	0.68227667568738	0.184545704105686	3.69706073080223	0.000218110178097516	0.0511277042921045	8	fosl2	fos-like antigen 2 [Source:ZFIN;Acc:ZDB-GENE-070209-164]	17	41302660	41318547
70	ENSDARG00000040712	13.5239281700408	1.55988055284101	0.235229503845639	6.63131336562539	3.32713037334947e-11	1.27015578524311e-07	8	adprh	ADP-ribosylarginine hydrolase [Source:ZFIN;Acc:ZDB-GENE-040801-190]	12	15148618	15196223
71	ENSDARG00000040917	42.0508480242075	0.753248836790283	0.194967751210601	3.8634534794251	0.000111795191744574	0.0324728577064158	8	cbfb	core-binding factor subunit beta [Source:ZFIN;Acc:ZDB-GENE-980526-440]	18	22994113	23072665
72	ENSDARG00000040990	240.012132970656	0.337279725129827	0.07975085323882	4.22916760676927	2.34557554395705e-05	0.00994933575574034	8	usp37	ubiquitin specific peptidase 37 [Source:ZFIN;Acc:ZDB-GENE-061013-802]	9	711638	746317
73	ENSDARG00000040991	23.7075363676361	0.65599941039721	0.186610157469507	3.5153467490343	0.000439180152447812	0.0747529376679165	8	cttnbp2	cortactin binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8134]	18	20726149	20822045
74	ENSDARG00000041060	55.7479645944603	1.1865003094158	0.221362475696189	5.35998843383113	8.32272802120284e-08	8.55416388117706e-05	8	lgals9l3	lectin, galactoside-binding, soluble, 9 (galectin 9)-like 3 [Source:ZFIN;Acc:ZDB-GENE-040718-159]	15	31054200	31067589
75	ENSDARG00000041078	10.9994882046849	0.837350107391942	0.235060014254271	3.56228221141073	0.00036764486632545	0.0678354758708719	8	chka	choline kinase alpha [Source:ZFIN;Acc:ZDB-GENE-050208-149]	18	21122818	21145374
76	ENSDARG00000041217	164.146171711817	0.390785017385185	0.110436075508687	3.53856306089441	0.000402311174447455	0.0711984206275452	8	xpo6	exportin 6 [Source:ZFIN;Acc:ZDB-GENE-030131-5912]	3	15085294	15131438
77	ENSDARG00000042187	480.343320283299	-0.216275401280428	0.0588993040087567	-3.67195173050387	0.000240705152782426	0.0539202014779976	8	smek1	SMEK homolog 1, suppressor of mek1 (Dictyostelium) [Source:ZFIN;Acc:ZDB-GENE-030131-3958]	20	33467161	33487729
78	ENSDARG00000042534	217.777793617387	-0.306293755155319	0.0772470936163888	-3.96511688422069	7.33599908178479e-05	0.0245049879328169	8	rsrc2	arginine/serine-rich coiled-coil 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2457]	5	67275888	67292690
79	ENSDARG00000042637	206.616378400557	0.621814420934379	0.101319070405439	6.1371903477413	8.39937234632823e-10	2.04051297464481e-06	8	tert	telomerase reverse transcriptase [Source:ZFIN;Acc:ZDB-GENE-080405-1]	19	627899	642878
80	ENSDARG00000042807	9.14797955853801	1.38013506089359	0.319906090264064	4.31418814113345	1.60190484831617e-05	0.00738063849337121	8	slc16a4	solute carrier family 16, member 4 [Source:ZFIN;Acc:ZDB-GENE-070112-602]	8	24745041	24779395
81	ENSDARG00000043004	102.926995764037	-0.325741661724269	0.0832406741415213	-3.91325112493035	9.10617470334753e-05	0.0289695603092328	8	si:dkeyp-117h8.4	si:dkeyp-117h8.4 [Source:ZFIN;Acc:ZDB-GENE-030804-4]	20	25639470	25645150
82	ENSDARG00000043465	7.37519033520151	1.37192307754674	0.335896708437606	4.08435999247542	4.41984654527917e-05	0.0170114416177278	8	atp6v1b2	ATPase H+ transporting V1 subunit B2 [Source:ZFIN;Acc:ZDB-GENE-030711-4]	10	19554604	19566474
83	ENSDARG00000044016	76.324385273628	0.441672252147768	0.0952675537404944	4.63612462802255	3.55001974386519e-06	0.00225874232417404	8	myo6a	myosin VIa [Source:ZFIN;Acc:ZDB-GENE-040819-2]	20	715739	777219
84	ENSDARG00000044169	14.0918813648771	1.09169425157999	0.208498979907402	5.23596926980088	1.64121260379056e-07	0.000151234911762397	8	prelid1b	PRELI domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-050522-169]	23	45512825	45521759
85	ENSDARG00000044575	155.744755641776	0.408841225952714	0.0775830582984566	5.26972299003644	1.36629795187757e-07	0.000130398500600087	8	vars	valyl-tRNA synthetase [Source:ZFIN;Acc:ZDB-GENE-010601-1]	16	10429770	10475814
86	ENSDARG00000045132	270.496331615922	0.77525058125425	0.212803270472996	3.64303884771653	0.000269438154873896	0.056137414665978	8	vdac1	voltage-dependent anion channel 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6514]	21	45190582	45210092
87	ENSDARG00000045465	40.865326725386	0.56795927877736	0.127957836351568	4.43864397032219	9.0527420780037e-06	0.0049370699296019	8	lancl2	LanC lantibiotic synthetase component C-like 2 (bacterial) [Source:ZFIN;Acc:ZDB-GENE-070209-191]	24	166892	188943
88	ENSDARG00000052155	45.7764407391194	0.727749931328018	0.179620617665628	4.051594637553	5.08697424220369e-05	0.0182844956159504	8	lrrc8ab	leucine rich repeat containing 8 VRAC subunit Ab [Source:ZFIN;Acc:ZDB-GENE-060531-43]	5	64840656	64850497
89	ENSDARG00000052894	41.5193837621565	0.699492189947953	0.156990614389883	4.45563062904372	8.36469441199356e-06	0.0047559516759937	8	znf532	zinc finger protein 532 [Source:ZFIN;Acc:ZDB-GENE-060531-40]	21	10773513	10816565
90	ENSDARG00000052942	41.2631126266638	-0.500122727073107	0.137295867211277	-3.64266410367252	0.000269830846173005	0.056137414665978	8	aspg	asparaginase homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-070820-14]	17	45737992	45775010
91	ENSDARG00000053129	205.863512621114	0.69664158744299	0.106625793738502	6.53351842005035	6.42422884849249e-11	2.14593334397831e-07	8	carhsp1	calcium regulated heat stable protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1479]	3	27798094	27831815
92	ENSDARG00000053753	51.8219568017453	0.448681168048508	0.123565330042926	3.63112507280675	0.000282188380117646	0.0573246594273312	8	mff	mitochondrial fission factor [Source:ZFIN;Acc:ZDB-GENE-040426-1510]	15	35226673	35252548
93	ENSDARG00000055370	39.0108776221796	-0.548741180119466	0.150823249292618	-3.63830631347048	0.000274436904383732	0.056413672275742	8	zgc:163121	zgc:163121 [Source:ZFIN;Acc:ZDB-GENE-070424-80]	2	27877908	27900535
94	ENSDARG00000055543	22.6042080035145	0.912524938933319	0.186582245415025	4.89073832777358	1.00458441185038e-06	0.000789573801114054	8	appb	amyloid beta (A4) precursor protein b [Source:ZFIN;Acc:ZDB-GENE-020220-1]	9	35026415	35155089
95	ENSDARG00000056059	209.356289234325	-0.275322058677072	0.0620931561814559	-4.43401617196738	9.24936835638204e-06	0.00494341741175195	8	rangap1b	Ran GTPase activating protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1921]	12	19007926	19028068
96	ENSDARG00000056640	120.917149542647	0.395307266775199	0.10855168263732	3.64165029201762	0.000270895901840712	0.056137414665978	8	rpia	ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase) [Source:ZFIN;Acc:ZDB-GENE-041114-24]	13	13930263	13944288
97	ENSDARG00000056713	12.4675562373725	0.857657958335725	0.228688003799142	3.75034083155937	0.000176594372467157	0.0425146974363949	8	pskh1	protein serine kinase H1 [Source:ZFIN;Acc:ZDB-GENE-050119-1]	18	21728194	21748966
98	ENSDARG00000056836	1662.18739109074	-0.388455358147306	0.108750299406736	-3.57199345901979	0.000354274261995616	0.0676233650236346	8	si:ch211-125o16.4	si:ch211-125o16.4 [Source:ZFIN;Acc:ZDB-GENE-131120-100]	17	22544648	22552678
99	ENSDARG00000056873	4.34085661361648	1.5869742335594	0.420373428402581	3.7751535333475	0.000159909141545621	0.0398762985207701	8	and3	actinodin3 [Source:ZFIN;Acc:ZDB-GENE-040724-185]	10	22848556	22854758
100	ENSDARG00000058871	8.93683596036224	1.40364625630754	0.324835517516147	4.3210984655881	1.55254368448628e-05	0.00727870611939066	8	si:ch73-142c19.1	si:ch73-142c19.1 [Source:ZFIN;Acc:ZDB-GENE-090311-15]	23	4392147	4409668
101	ENSDARG00000059770	90.7572724160154	0.56832675825123	0.13976057352774	4.06643121093395	4.77385678168648e-05	0.0177183020523622	8	cpt1aa	carnitine palmitoyltransferase 1Aa (liver) [Source:ZFIN;Acc:ZDB-GENE-060503-925]	7	48805534	48830121
102	ENSDARG00000060922	128.765851166992	0.358877116097192	0.0941471127243965	3.81187596424501	0.000137916083417084	0.0364878404071775	8	ess2	ess-2 splicing factor homolog [Source:ZFIN;Acc:ZDB-GENE-030131-2843]	10	42089267	42108137
103	ENSDARG00000061226	8.66579383207672	1.60677870041828	0.293359010915467	5.47717520387088	4.32169266071783e-08	5.43232417807455e-05	8	timp2a	TIMP metallopeptidase inhibitor 2a [Source:ZFIN;Acc:ZDB-GENE-030612-1]	12	33990947	34035364
104	ENSDARG00000061370	25.7606841500314	0.654576538154697	0.157655586225163	4.15194002209242	3.29668671441711e-05	0.0133480847074801	8	tsen34	TSEN34 tRNA splicing endonuclease subunit [Source:ZFIN;Acc:ZDB-GENE-050419-115]	18	41542542	41547318
105	ENSDARG00000061409	4.33915284466581	1.25433251829008	0.363174321154684	3.45380288535277	0.00055274122088217	0.0879526199404388	8	bivm	basic, immunoglobulin-like variable motif containing [Source:ZFIN;Acc:ZDB-GENE-010822-3]	6	29295310	29305132
106	ENSDARG00000062585	7.99517163031531	0.932138137348708	0.266770311799079	3.49415994254547	0.000475556020645883	0.0799263115705657	8	brat1	BRCA1-associated ATM activator 1 [Source:ZFIN;Acc:ZDB-GENE-060421-6989]	1	11670879	11689525
107	ENSDARG00000062821	5.07339013640316	1.35881004907947	0.380832027309461	3.56800361219439	0.000359711546612635	0.0676941666206299	8	slc6a15	solute carrier family 6 (neutral amino acid transporter), member 15 [Source:ZFIN;Acc:ZDB-GENE-050420-93]	18	16151774	16181952
108	ENSDARG00000062865	10.0292833835157	0.891655200775966	0.261211736041826	3.41353422433206	0.000641261037565385	0.0984851649819527	8	mras	muscle RAS oncogene homolog [Source:ZFIN;Acc:ZDB-GENE-050208-495]	22	11857356	11874688
109	ENSDARG00000063019	5.75480353920544	2.1056803259575	0.476537187318919	4.41871145000125	9.92911066568869e-06	0.00520265930037645	8	panx2	pannexin 2 [Source:ZFIN;Acc:ZDB-GENE-050419-55]	18	14906570	14922872
